#,도감 번호,이름,타입,총합,체력,공격,방어,특수공격,특수방어,속도
823,687,Malamar,Dark  Psychic,482,86,92,88,68,75,73
824,688,Binacle,Rock  Water,306,42,52,67,39,56,50
825,689,Barbaracle,Rock  Water,500,72,105,115,54,86,68
826,690,Skrelp,Poison  Water,320,50,60,60,60,60,30
827,691,Dragalge,Poison  Dragon,494,65,75,90,97,123,44
828,692,Clauncher,Water,330,50,53,62,58,63,44
829,693,Clawitzer,Water,500,71,73,88,120,89,59
830,694,Helioptile,Electric  Normal,289,44,38,33,61,43,70
831,695,Heliolisk,Electric  Normal,481,62,55,52,109,94,109
832,696,Tyrunt,Rock  Dragon,362,58,89,77,45,45,48
833,697,Tyrantrum,Rock  Dragon,521,82,121,119,69,59,71
834,698,Amaura,Rock  Ice,362,77,59,50,67,63,46
835,699,Aurorus,Rock  Ice,521,123,77,72,99,92,58
836,700,Sylveon,Fairy,525,95,65,65,110,130,60
837,701,Hawlucha,Fighting  Flying,500,78,92,75,74,63,118
838,702,Dedenne,Electric  Fairy,431,67,58,57,81,67,101
839,703,Carbink,Rock  Fairy,500,50,50,150,50,150,50
840,704,Goomy,Dragon,300,45,50,35,55,75,40
841,705,Sliggoo,Dragon,452,68,75,53,83,113,60
842,705,Sliggoo  Hisuian Sliggoo,Steel  Dragon,452,58,75,83,83,113,40
843,706,Goodra,Dragon,600,90,100,70,110,150,80
844,706,Goodra  Hisuian Goodra,Steel  Dragon,600,80,100,100,110,150,60
845,707,Klefki,Steel  Fairy,470,57,80,91,80,87,75
846,708,Phantump,Ghost  Grass,309,43,70,48,50,60,38
847,709,Trevenant,Ghost  Grass,474,85,110,76,65,82,56
848,710,Pumpkaboo  Average Size,Ghost  Grass,335,49,66,70,44,55,51
849,710,Pumpkaboo  Small Size,Ghost  Grass,335,44,66,70,44,55,56
850,710,Pumpkaboo  Large Size,Ghost  Grass,335,54,66,70,44,55,46
851,710,Pumpkaboo  Super Size,Ghost  Grass,335,59,66,70,44,55,41
852,711,Gourgeist  Average Size,Ghost  Grass,494,65,90,122,58,75,84
853,711,Gourgeist  Small Size,Ghost  Grass,494,55,85,122,58,75,99
854,711,Gourgeist  Large Size,Ghost  Grass,494,75,95,122,58,75,69
855,711,Gourgeist  Super Size,Ghost  Grass,494,85,100,122,58,75,54
856,712,Bergmite,Ice,304,55,69,85,32,35,28
857,713,Avalugg,Ice,514,95,117,184,44,46,28
858,713,Avalugg  Hisuian Avalugg,Ice  Rock,514,95,127,184,34,36,38
859,714,Noibat,Flying  Dragon,245,40,30,35,45,40,55
860,715,Noivern,Flying  Dragon,535,85,70,80,97,80,123
861,716,Xerneas,Fairy,680,126,131,95,131,98,99
862,717,Yveltal,Dark  Flying,680,126,131,95,131,98,99
863,718,Zygarde  50% Forme,Dragon  Ground,600,108,100,121,81,95,95
864,718,Zygarde  10% Forme,Dragon  Ground,486,54,100,71,61,85,115
865,718,Zygarde  Complete Forme,Dragon  Ground,708,216,100,121,91,95,85
866,719,Diancie,Rock  Fairy,600,50,100,150,100,150,50
867,719,Diancie  Mega Diancie,Rock  Fairy,700,50,160,110,160,110,110
868,720,Hoopa  Hoopa Confined,Psychic  Ghost,600,80,110,60,150,130,70
869,720,Hoopa  Hoopa Unbound,Psychic  Dark,680,80,160,60,170,130,80
870,721,Volcanion,Fire  Water,600,80,110,120,130,90,70
871,722,Rowlet,Grass  Flying,320,68,55,55,50,50,42
872,723,Dartrix,Grass  Flying,420,78,75,75,70,70,52
873,724,Decidueye,Grass  Ghost,530,78,107,75,100,100,70
874,724,Decidueye  Hisuian Decidueye,Grass  Fighting,530,88,112,80,95,95,60
875,725,Litten,Fire,320,45,65,40,60,40,70
876,726,Torracat,Fire,420,65,85,50,80,50,90
877,727,Incineroar,Fire  Dark,530,95,115,90,80,90,60
878,728,Popplio,Water,320,50,54,54,66,56,40
879,729,Brionne,Water,420,60,69,69,91,81,50
880,730,Primarina,Water  Fairy,530,80,74,74,126,116,60
881,731,Pikipek,Normal  Flying,265,35,75,30,30,30,65
882,732,Trumbeak,Normal  Flying,355,55,85,50,40,50,75
883,733,Toucannon,Normal  Flying,485,80,120,75,75,75,60
884,734,Yungoos,Normal,253,48,70,30,30,30,45
885,735,Gumshoos,Normal,418,88,110,60,55,60,45
886,736,Grubbin,Bug,300,47,62,45,55,45,46
887,737,Charjabug,Bug  Electric,400,57,82,95,55,75,36
888,738,Vikavolt,Bug  Electric,500,77,70,90,145,75,43
889,739,Crabrawler,Fighting,338,47,82,57,42,47,63
890,740,Crabominable,Fighting  Ice,478,97,132,77,62,67,43
891,741,Oricorio  Baile Style,Fire  Flying,476,75,70,70,98,70,93
892,741,Oricorio  Pom-Pom Style,Electric  Flying,476,75,70,70,98,70,93
893,741,Oricorio  Pa'u Style,Psychic  Flying,476,75,70,70,98,70,93
894,741,Oricorio  Sensu Style,Ghost  Flying,476,75,70,70,98,70,93
895,742,Cutiefly,Bug  Fairy,304,40,45,40,55,40,84
896,743,Ribombee,Bug  Fairy,464,60,55,60,95,70,124
897,744,Rockruff,Rock,280,45,65,40,30,40,60
898,744,Rockruff  Own Tempo Rockruff,Rock,280,45,65,40,30,40,60
899,745,Lycanroc  Midday Form,Rock,487,75,115,65,55,65,112
900,745,Lycanroc  Midnight Form,Rock,487,85,115,75,55,75,82
901,745,Lycanroc  Dusk Form,Rock,487,75,117,65,55,65,110
902,746,Wishiwashi  Solo Form,Water,175,45,20,20,25,25,40
903,746,Wishiwashi  School Form,Water,620,45,140,130,140,135,30
904,747,Mareanie,Poison  Water,305,50,53,62,43,52,45
905,748,Toxapex,Poison  Water,495,50,63,152,53,142,35
906,749,Mudbray,Ground,385,70,100,70,45,55,45
907,750,Mudsdale,Ground,500,100,125,100,55,85,35
908,751,Dewpider,Water  Bug,269,38,40,52,40,72,27
909,752,Araquanid,Water  Bug,454,68,70,92,50,132,42
910,753,Fomantis,Grass,250,40,55,35,50,35,35
911,754,Lurantis,Grass,480,70,105,90,80,90,45
912,755,Morelull,Grass  Fairy,285,40,35,55,65,75,15
913,756,Shiinotic,Grass  Fairy,405,60,45,80,90,100,30
914,757,Salandit,Poison  Fire,320,48,44,40,71,40,77
915,758,Salazzle,Poison  Fire,480,68,64,60,111,60,117
916,759,Stufful,Normal  Fighting,340,70,75,50,45,50,50
917,760,Bewear,Normal  Fighting,500,120,125,80,55,60,60
918,761,Bounsweet,Grass,210,42,30,38,30,38,32
919,762,Steenee,Grass,290,52,40,48,40,48,62
920,763,Tsareena,Grass,510,72,120,98,50,98,72
921,764,Comfey,Fairy,485,51,52,90,82,110,100
922,765,Oranguru,Normal  Psychic,490,90,60,80,90,110,60
923,766,Passimian,Fighting,490,100,120,90,40,60,80
924,767,Wimpod,Bug  Water,230,25,35,40,20,30,80
925,768,Golisopod,Bug  Water,530,75,125,140,60,90,40
926,769,Sandygast,Ghost  Ground,320,55,55,80,70,45,15
927,770,Palossand,Ghost  Ground,480,85,75,110,100,75,35
928,771,Pyukumuku,Water,410,55,60,130,30,130,5
929,772,Type: Null,Normal,534,95,95,95,95,95,59
930,773,Silvally,Normal,570,95,95,95,95,95,95
931,774,Minior  Meteor Form,Rock  Flying,440,60,60,100,60,100,60
932,774,Minior  Core Form,Rock  Flying,500,60,100,60,100,60,120
933,775,Komala,Normal,480,65,115,65,75,95,65
934,776,Turtonator,Fire  Dragon,485,60,78,135,91,85,36
935,777,Togedemaru,Electric  Steel,435,65,98,63,40,73,96
936,778,Mimikyu,Ghost  Fairy,476,55,90,80,50,105,96
937,779,Bruxish,Water  Psychic,475,68,105,70,70,70,92
938,780,Drampa,Normal  Dragon,485,78,60,85,135,91,36
939,781,Dhelmise,Ghost  Grass,517,70,131,100,86,90,40
940,782,Jangmo-o,Dragon,300,45,55,65,45,45,45
941,783,Hakamo-o,Dragon  Fighting,420,55,75,90,65,70,65
942,784,Kommo-o,Dragon  Fighting,600,75,110,125,100,105,85
943,785,Tapu Koko,Electric  Fairy,570,70,115,85,95,75,130
944,786,Tapu Lele,Psychic  Fairy,570,70,85,75,130,115,95
945,787,Tapu Bulu,Grass  Fairy,570,70,130,115,85,95,75
946,788,Tapu Fini,Water  Fairy,570,70,75,115,95,130,85
947,789,Cosmog,Psychic,200,43,29,31,29,31,37
948,790,Cosmoem,Psychic,400,43,29,131,29,131,37
949,791,Solgaleo,Psychic  Steel,680,137,137,107,113,89,97
950,792,Lunala,Psychic  Ghost,680,137,113,89,137,107,97
951,793,Nihilego,Rock  Poison,570,109,53,47,127,131,103
952,794,Buzzwole,Bug  Fighting,570,107,139,139,53,53,79
953,795,Pheromosa,Bug  Fighting,570,71,137,37,137,37,151
954,796,Xurkitree,Electric,570,83,89,71,173,71,83
955,797,Celesteela,Steel  Flying,570,97,101,103,107,101,61
956,798,Kartana,Grass  Steel,570,59,181,131,59,31,109
957,799,Guzzlord,Dark  Dragon,570,223,101,53,97,53,43
958,800,Necrozma,Psychic,600,97,107,101,127,89,79
959,800,Necrozma  Dusk Mane Necrozma,Psychic  Steel,680,97,157,127,113,109,77
960,800,Necrozma  Dawn Wings Necrozma,Psychic  Ghost,680,97,113,109,157,127,77
961,800,Necrozma  Ultra Necrozma,Psychic  Dragon,754,97,167,97,167,97,129
962,801,Magearna,Steel  Fairy,600,80,95,115,130,115,65
963,802,Marshadow,Fighting  Ghost,600,90,125,80,90,90,125
964,803,Poipole,Poison,420,67,73,67,73,67,73
965,804,Naganadel,Poison  Dragon,540,73,73,73,127,73,121
966,805,Stakataka,Rock  Steel,570,61,131,211,53,101,13
967,806,Blacephalon,Fire  Ghost,570,53,127,53,151,79,107
968,807,Zeraora,Electric,600,88,112,75,102,80,143
969,808,Meltan,Steel,300,46,65,65,55,35,34
970,809,Melmetal,Steel,600,135,143,143,80,65,34
971,810,Grookey,Grass,310,50,65,50,40,40,65
972,811,Thwackey,Grass,420,70,85,70,55,60,80
973,812,Rillaboom,Grass,530,100,125,90,60,70,85
974,813,Scorbunny,Fire,310,50,71,40,40,40,69
975,814,Raboot,Fire,420,65,86,60,55,60,94
976,815,Cinderace,Fire,530,80,116,75,65,75,119
977,816,Sobble,Water,310,50,40,40,70,40,70
978,817,Drizzile,Water,420,65,60,55,95,55,90
979,818,Inteleon,Water,530,70,85,65,125,65,120
980,819,Skwovet,Normal,275,70,55,55,35,35,25
981,820,Greedent,Normal,460,120,95,95,55,75,20
982,821,Rookidee,Flying,245,38,47,35,33,35,57
983,822,Corvisquire,Flying,365,68,67,55,43,55,77
984,823,Corviknight,Flying  Steel,495,98,87,105,53,85,67
985,824,Blipbug,Bug,180,25,20,20,25,45,45
986,825,Dottler,Bug  Psychic,335,50,35,80,50,90,30
987,826,Orbeetle,Bug  Psychic,505,60,45,110,80,120,90
988,827,Nickit,Dark,245,40,28,28,47,52,50
989,828,Thievul,Dark,455,70,58,58,87,92,90
990,829,Gossifleur,Grass,250,40,40,60,40,60,10
991,830,Eldegoss,Grass,460,60,50,90,80,120,60
992,831,Wooloo,Normal,270,42,40,55,40,45,48
993,832,Dubwool,Normal,490,72,80,100,60,90,88
994,833,Chewtle,Water,284,50,64,50,38,38,44
995,834,Drednaw,Water  Rock,485,90,115,90,48,68,74
996,835,Yamper,Electric,270,59,45,50,40,50,26
997,836,Boltund,Electric,490,69,90,60,90,60,121
998,837,Rolycoly,Rock,240,30,40,50,40,50,30
999,838,Carkol,Rock  Fire,410,80,60,90,60,70,50
1000,839,Coalossal,Rock  Fire,510,110,80,120,80,90,30
1001,840,Applin,Grass  Dragon,260,40,40,80,40,40,20
1002,841,Flapple,Grass  Dragon,485,70,110,80,95,60,70
1003,842,Appletun,Grass  Dragon,485,110,85,80,100,80,30
1004,843,Silicobra,Ground,315,52,57,75,35,50,46
1005,844,Sandaconda,Ground,510,72,107,125,65,70,71
1006,845,Cramorant,Flying  Water,475,70,85,55,85,95,85
1007,846,Arrokuda,Water,280,41,63,40,40,30,66
1008,847,Barraskewda,Water,490,61,123,60,60,50,136
1009,848,Toxel,Electric  Poison,242,40,38,35,54,35,40
1010,849,Toxtricity  Amped Form,Electric  Poison,502,75,98,70,114,70,75
1011,849,Toxtricity  Low Key Form,Electric  Poison,502,75,98,70,114,70,75
1012,850,Sizzlipede,Fire  Bug,305,50,65,45,50,50,45
1013,851,Centiskorch,Fire  Bug,525,100,115,65,90,90,65
1014,852,Clobbopus,Fighting,310,50,68,60,50,50,32
1015,853,Grapploct,Fighting,480,80,118,90,70,80,42
1016,854,Sinistea,Ghost,308,40,45,45,74,54,50
1017,855,Polteageist,Ghost,508,60,65,65,134,114,70
1018,856,Hatenna,Psychic,265,42,30,45,56,53,39
1019,857,Hattrem,Psychic,370,57,40,65,86,73,49
1020,858,Hatterene,Psychic  Fairy,510,57,90,95,136,103,29
1021,859,Impidimp,Dark  Fairy,265,45,45,30,55,40,50
1022,860,Morgrem,Dark  Fairy,370,65,60,45,75,55,70
1023,861,Grimmsnarl,Dark  Fairy,510,95,120,65,95,75,60
1024,862,Obstagoon,Dark  Normal,520,93,90,101,60,81,95
1025,863,Perrserker,Steel,440,70,110,100,50,60,50
1026,864,Cursola,Ghost,510,60,95,50,145,130,30
1027,865,Sirfetch'd,Fighting,507,62,135,95,68,82,65
1028,866,Mr. Rime,Ice  Psychic,520,80,85,75,110,100,70
1029,867,Runerigus,Ground  Ghost,483,58,95,145,50,105,30
1030,868,Milcery,Fairy,270,45,40,40,50,61,34
1031,869,Alcremie,Fairy,495,65,60,75,110,121,64
1032,870,Falinks,Fighting,470,65,100,100,70,60,75
1033,871,Pincurchin,Electric,435,48,101,95,91,85,15
1034,872,Snom,Ice  Bug,185,30,25,35,45,30,20
1035,873,Frosmoth,Ice  Bug,475,70,65,60,125,90,65
1036,874,Stonjourner,Rock,470,100,125,135,20,20,70
1037,875,Eiscue  Ice Face,Ice,470,75,80,110,65,90,50
1038,875,Eiscue  Noice Face,Ice,470,75,80,70,65,50,130
1039,876,Indeedee  Male,Psychic  Normal,475,60,65,55,105,95,95
1040,876,Indeedee  Female,Psychic  Normal,475,70,55,65,95,105,85
1041,877,Morpeko  Full Belly Mode,Electric  Dark,436,58,95,58,70,58,97
1042,877,Morpeko  Hangry Mode,Electric  Dark,436,58,95,58,70,58,97
1043,878,Cufant,Steel,330,72,80,49,40,49,40
1044,879,Copperajah,Steel,500,122,130,69,80,69,30
1045,880,Dracozolt,Electric  Dragon,505,90,100,90,80,70,75
1046,881,Arctozolt,Electric  Ice,505,90,100,90,90,80,55
1047,882,Dracovish,Water  Dragon,505,90,90,100,70,80,75
1048,883,Arctovish,Water  Ice,505,90,90,100,80,90,55
1049,884,Duraludon,Steel  Dragon,535,70,95,115,120,50,85
1050,885,Dreepy,Dragon  Ghost,270,28,60,30,40,30,82
1051,886,Drakloak,Dragon  Ghost,410,68,80,50,60,50,102
1052,887,Dragapult,Dragon  Ghost,600,88,120,75,100,75,142
1053,888,Zacian  Hero of Many Battles,Fairy,660,92,120,115,80,115,138
1054,888,Zacian  Crowned Sword,Fairy  Steel,700,92,150,115,80,115,148
1055,889,Zamazenta  Hero of Many Battles,Fighting,660,92,120,115,80,115,138
1056,889,Zamazenta  Crowned Shield,Fighting  Steel,700,92,120,140,80,140,128
1057,890,Eternatus,Poison  Dragon,690,140,85,95,145,95,130
1058,890,Eternatus  Eternamax,Poison  Dragon,1125,255,115,250,125,250,130
1059,891,Kubfu,Fighting,385,60,90,60,53,50,72
1060,892,Urshifu  Single Strike Style,Fighting  Dark,550,100,130,100,63,60,97
1061,892,Urshifu  Rapid Strike Style,Fighting  Water,550,100,130,100,63,60,97
1062,893,Zarude,Dark  Grass,600,105,120,105,70,95,105
1063,894,Regieleki,Electric,580,80,100,50,100,50,200
1064,895,Regidrago,Dragon,580,200,100,50,100,50,80
1065,896,Glastrier,Ice,580,100,145,130,65,110,30
1066,897,Spectrier,Ghost,580,100,65,60,145,80,130
1067,898,Calyrex,Psychic  Grass,500,100,80,80,80,80,80
1068,898,Calyrex  Ice Rider,Psychic  Ice,680,100,165,150,85,130,50
1069,898,Calyrex  Shadow Rider,Psychic  Ghost,680,100,85,80,165,100,150
1070,899,Wyrdeer,Normal  Psychic,525,103,105,72,105,75,65
1071,900,Kleavor,Bug  Rock,500,70,135,95,45,70,85
1072,901,Ursaluna,Ground  Normal,550,130,140,105,45,80,50
1073,901,Ursaluna  Bloodmoon,Ground  Normal,555,113,70,120,135,65,52
1074,902,Basculegion  Male,Water  Ghost,530,120,112,65,80,75,78
1075,902,Basculegion  Female,Water  Ghost,530,120,92,65,100,75,78
1076,903,Sneasler,Fighting  Poison,510,80,130,60,40,80,120
1077,904,Overqwil,Dark  Poison,510,85,115,95,65,65,85
1078,905,Enamorus  Incarnate Forme,Fairy  Flying,580,74,115,70,135,80,106
1079,905,Enamorus  Therian Forme,Fairy  Flying,580,74,115,110,135,100,46
1080,906,Sprigatito,Grass,310,40,61,54,45,45,65
1081,907,Floragato,Grass,410,61,80,63,60,63,83
1082,908,Meowscarada,Grass  Dark,530,76,110,70,81,70,123
1083,909,Fuecoco,Fire,310,67,45,59,63,40,36
1084,910,Crocalor,Fire,411,81,55,78,90,58,49
1085,911,Skeledirge,Fire  Ghost,530,104,75,100,110,75,66
1086,912,Quaxly,Water,310,55,65,45,50,45,50
1087,913,Quaxwell,Water,410,70,85,65,65,60,65
1088,914,Quaquaval,Water  Fighting,530,85,120,80,85,75,85
1089,915,Lechonk,Normal,254,54,45,40,35,45,35
1090,916,Oinkologne  Male,Normal,489,110,100,75,59,80,65
1091,916,Oinkologne  Female,Normal,489,115,90,70,59,90,65
1092,917,Tarountula,Bug,210,35,41,45,29,40,20
1093,918,Spidops,Bug,404,60,79,92,52,86,35
1094,919,Nymble,Bug,210,33,46,40,21,25,45
1095,920,Lokix,Bug  Dark,450,71,102,78,52,55,92
1096,921,Pawmi,Electric,240,45,50,20,40,25,60
1097,922,Pawmo,Electric  Fighting,350,60,75,40,50,40,85
1098,923,Pawmot,Electric  Fighting,490,70,115,70,70,60,105
1099,924,Tandemaus,Normal,305,50,50,45,40,45,75
1100,925,Maushold  Family of Four,Normal,470,74,75,70,65,75,111
1101,925,Maushold  Family of Three,Normal,470,74,75,70,65,75,111
1102,926,Fidough,Fairy,312,37,55,70,30,55,65
1103,927,Dachsbun,Fairy,477,57,80,115,50,80,95
1104,928,Smoliv,Grass  Normal,260,41,35,45,58,51,30
1105,929,Dolliv,Grass  Normal,354,52,53,60,78,78,33
1106,930,Arboliva,Grass  Normal,510,78,69,90,125,109,39
1107,931,Squawkabilly  Green Plumage,Normal  Flying,417,82,96,51,45,51,92
1108,931,Squawkabilly  Blue Plumage,Normal  Flying,417,82,96,51,45,51,92
1109,931,Squawkabilly  Yellow Plumage,Normal  Flying,417,82,96,51,45,51,92
1110,931,Squawkabilly  White Plumage,Normal  Flying,417,82,96,51,45,51,92
1111,932,Nacli,Rock,280,55,55,75,35,35,25
1112,933,Naclstack,Rock,355,60,60,100,35,65,35
1113,934,Garganacl,Rock,500,100,100,130,45,90,35
1114,935,Charcadet,Fire,255,40,50,40,50,40,35
1115,936,Armarouge,Fire  Psychic,525,85,60,100,125,80,75
1116,937,Ceruledge,Fire  Ghost,525,75,125,80,60,100,85
1117,938,Tadbulb,Electric,272,61,31,41,59,35,45
1118,939,Bellibolt,Electric,495,109,64,91,103,83,45
1119,940,Wattrel,Electric  Flying,280,40,40,35,55,40,70
1120,941,Kilowattrel,Electric  Flying,490,70,70,60,105,60,125
1121,942,Maschiff,Dark,340,60,78,60,40,51,51
1122,943,Mabosstiff,Dark,505,80,120,90,60,70,85
1123,944,Shroodle,Poison  Normal,290,40,65,35,40,35,75
1124,945,Grafaiai,Poison  Normal,485,63,95,65,80,72,110
1125,946,Bramblin,Grass  Ghost,275,40,65,30,45,35,60
1126,947,Brambleghast,Grass  Ghost,480,55,115,70,80,70,90
1127,948,Toedscool,Ground  Grass,335,40,40,35,50,100,70
1128,949,Toedscruel,Ground  Grass,515,80,70,65,80,120,100
1129,950,Klawf,Rock,450,70,100,115,35,55,75
1130,951,Capsakid,Grass,304,50,62,40,62,40,50
1131,952,Scovillain,Grass  Fire,486,65,108,65,108,65,75
1132,953,Rellor,Bug,270,41,50,60,31,58,30
1133,954,Rabsca,Bug  Psychic,470,75,50,85,115,100,45
1134,955,Flittle,Psychic,255,30,35,30,55,30,75
1135,956,Espathra,Psychic,481,95,60,60,101,60,105
1136,957,Tinkatink,Fairy  Steel,297,50,45,45,35,64,58
1137,958,Tinkatuff,Fairy  Steel,380,65,55,55,45,82,78
1138,959,Tinkaton,Fairy  Steel,506,85,75,77,70,105,94
1139,960,Wiglett,Water,245,10,55,25,35,25,95
1140,961,Wugtrio,Water,425,35,100,50,50,70,120
1141,962,Bombirdier,Flying  Dark,485,70,103,85,60,85,82
1142,963,Finizen,Water,315,70,45,40,45,40,75
1143,964,Palafin  Zero Form,Water,457,100,70,72,53,62,100
1144,964,Palafin  Hero Form,Water,650,100,160,97,106,87,100
1145,965,Varoom,Steel  Poison,300,45,70,63,30,45,47
1146,966,Revavroom,Steel  Poison,500,80,119,90,54,67,90
1147,967,Cyclizar,Dragon  Normal,501,70,95,65,85,65,121
1148,968,Orthworm,Steel,480,70,85,145,60,55,65
1149,969,Glimmet,Rock  Poison,350,48,35,42,105,60,60
1150,970,Glimmora,Rock  Poison,525,83,55,90,130,81,86
1151,971,Greavard,Ghost,290,50,61,60,30,55,34
1152,972,Houndstone,Ghost,488,72,101,100,50,97,68
1153,973,Flamigo,Flying  Fighting,500,82,115,74,75,64,90
1154,974,Cetoddle,Ice,334,108,68,45,30,40,43
1155,975,Cetitan,Ice,521,170,113,65,45,55,73
1156,976,Veluza,Water  Psychic,478,90,102,73,78,65,70
1157,977,Dondozo,Water,530,150,100,115,65,65,35
1158,978,Tatsugiri  Curly Form,Dragon  Water,475,68,50,60,120,95,82
1159,978,Tatsugiri  Droopy Form,Dragon  Water,475,68,50,60,120,95,82
1160,978,Tatsugiri  Stretchy Form,Dragon  Water,475,68,50,60,120,95,82
1161,979,Annihilape,Fighting  Ghost,535,110,115,80,50,90,90
1162,980,Clodsire,Poison  Ground,430,130,75,60,45,100,20
1163,981,Farigiraf,Normal  Psychic,520,120,90,70,110,70,60
1164,982,Dudunsparce  Two-Segment Form,Normal,520,125,100,80,85,75,55
1165,982,Dudunsparce  Three-Segment Form,Normal,520,125,100,80,85,75,55
1166,983,Kingambit,Dark  Steel,550,100,135,120,60,85,50
1167,984,Great Tusk,Ground  Fighting,570,115,131,131,53,53,87
1168,985,Scream Tail,Fairy  Psychic,570,115,65,99,65,115,111
1169,986,Brute Bonnet,Grass  Dark,570,111,127,99,79,99,55
1170,987,Flutter Mane,Ghost  Fairy,570,55,55,55,135,135,135
1171,988,Slither Wing,Bug  Fighting,570,85,135,79,85,105,81
1172,989,Sandy Shocks,Electric  Ground,570,85,81,97,121,85,101
1173,990,Iron Treads,Ground  Steel,570,90,112,120,72,70,106
1174,991,Iron Bundle,Ice  Water,570,56,80,114,124,60,136
1175,992,Iron Hands,Fighting  Electric,570,154,140,108,50,68,50
1176,993,Iron Jugulis,Dark  Flying,570,94,80,86,122,80,108
1177,994,Iron Moth,Fire  Poison,570,80,70,60,140,110,110
1178,995,Iron Thorns,Rock  Electric,570,100,134,110,70,84,72
1179,996,Frigibax,Dragon  Ice,320,65,75,45,35,45,55
1180,997,Arctibax,Dragon  Ice,423,90,95,66,45,65,62
1181,998,Baxcalibur,Dragon  Ice,600,115,145,92,75,86,87
1182,999,Gimmighoul  Chest Form,Ghost,300,45,30,70,75,70,10
1183,999,Gimmighoul  Roaming Form,Ghost,300,45,30,25,75,45,80
1184,1000,Gholdengo,Steel  Ghost,550,87,60,95,133,91,84
1185,1001,Wo-Chien,Dark  Grass,570,85,85,100,95,135,70
1186,1002,Chien-Pao,Dark  Ice,570,80,120,80,90,65,135
1187,1003,Ting-Lu,Dark  Ground,570,155,110,125,55,80,45
1188,1004,Chi-Yu,Dark  Fire,570,55,80,80,135,120,100
1189,1005,Roaring Moon,Dragon  Dark,590,105,139,71,55,101,119
1190,1006,Iron Valiant,Fairy  Fighting,590,74,130,90,120,60,116
1191,1007,Koraidon,Fighting  Dragon,670,100,135,115,85,100,135
1192,1008,Miraidon,Electric  Dragon,670,100,85,100,135,115,135
1193,1009,Walking Wake,Water  Dragon,590,99,83,91,125,83,109
1194,1010,Iron Leaves,Grass  Psychic,590,90,130,88,70,108,104
1195,1011,Dipplin,Grass  Dragon,485,80,80,110,95,80,40
1196,1012,Poltchageist,Grass  Ghost,308,40,45,45,74,54,50
1197,1013,Sinistcha,Grass  Ghost,508,71,60,106,121,80,70
1198,1014,Okidogi,Poison  Fighting,555,88,128,115,58,86,80
1199,1015,Munkidori,Poison  Psychic,555,88,75,66,130,90,106
1200,1016,Fezandipiti,Poison  Fairy,555,88,91,82,70,125,99
1201,1017,Ogerpon  Teal Mask,Grass,550,80,120,84,60,96,110
1202,1017,Ogerpon  Wellspring Mask,Grass  Water,550,80,120,84,60,96,110
1203,1017,Ogerpon  Hearthflame Mask,Grass  Fire,550,80,120,84,60,96,110
1204,1017,Ogerpon  Cornerstone Mask,Grass  Rock,550,80,120,84,60,96,110
1205,1018,Archaludon,Steel  Dragon,600,90,105,130,125,65,85
1206,1019,Hydrapple,Grass  Dragon,540,106,80,110,120,80,44
1207,1020,Gouging Fire,Fire  Dragon,590,105,115,121,65,93,91
1208,1021,Raging Bolt,Electric  Dragon,590,125,73,91,137,89,75
1209,1022,Iron Boulder,Rock  Psychic,590,90,120,80,68,108,124
1210,1023,Iron Crown,Steel  Psychic,590,90,72,100,122,108,98
1211,1024,Terapagos  Normal Form,Normal,450,90,65,85,65,85,60
1212,1024,Terapagos  Terastal Form,Normal,600,95,95,110,105,110,85
1213,1024,Terapagos  Stellar Form,Normal,700,160,105,110,130,110,85
1214,1025,Pecharunt,Poison  Ghost,600,88,88,160,88,88,88
